Name,Complex
7014,MRE11A-RAD50-NBN-TRF2 complex
10111,MRE11A-RAD50-NBN-TRF2 complex
23028,CoREST-HDAC complex
7764,CoREST-HDAC complex
3065,CoREST-HDAC complex
3066,CoREST-HDAC complex
51317,CoREST-HDAC complex
10362,CoREST-HDAC complex
23186,CoREST-HDAC complex
5566,AKAP250-PKA-PDE4D complex
9590,AKAP250-PKA-PDE4D complex
5144,AKAP250-PKA-PDE4D complex
7428,"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2)"
8453,"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2)"
6921,"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2)"
6923,"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2)"
26519,"TIM (TIM9, TIM10) complex, mitochondrial"
26520,"TIM (TIM9, TIM10) complex, mitochondrial"
23028,LSD1-CoREST complex
23186,LSD1-CoREST complex
23028,LSD1 complex
7764,LSD1 complex
3303,LSD1 complex
3304,LSD1 complex
1487,LSD1 complex
3065,LSD1 complex
6239,LSD1 complex
51317,LSD1 complex
112885,LSD1 complex
10363,LSD1 complex
10362,LSD1 complex
55758,LSD1 complex
7750,LSD1 complex
23186,LSD1 complex
4683,MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)
10111,MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)
8295,MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)
641,BLM-TRF2 complex
9519,BLM-TRF2 complex
6790,Tacc1-chTOG-AuroraA  complex
6867,Tacc1-chTOG-AuroraA  complex
9793,Tacc1-chTOG-AuroraA  complex
23028,Anti-HDAC2 complex
9219,Anti-HDAC2 complex
2969,Anti-HDAC2 complex
5928,Anti-HDAC2 complex
1107,Anti-HDAC2 complex
9112,Anti-HDAC2 complex
3065,Anti-HDAC2 complex
9203,Anti-HDAC2 complex
23199,Anti-HDAC2 complex
1108,Anti-HDAC2 complex
5931,Anti-HDAC2 complex
3066,Anti-HDAC2 complex
51317,Anti-HDAC2 complex
25942,Anti-HDAC2 complex
10362,Anti-HDAC2 complex
7750,Anti-HDAC2 complex
23186,Anti-HDAC2 complex
23028,anti-BHC110 complex
7764,anti-BHC110 complex
2969,anti-BHC110 complex
3065,anti-BHC110 complex
9203,anti-BHC110 complex
23199,anti-BHC110 complex
3066,anti-BHC110 complex
51317,anti-BHC110 complex
10362,anti-BHC110 complex
7750,anti-BHC110 complex
23186,anti-BHC110 complex
23028,XFIM complex
2969,XFIM complex
3065,XFIM complex
9203,XFIM complex
3066,XFIM complex
8540,AGPS-GNPAT complex
8443,AGPS-GNPAT complex
23028,BHC complex
3065,BHC complex
3066,BHC complex
51317,BHC complex
10362,BHC complex
23186,BHC complex
10048,RANBPM-Muskelin-TWA1-HSMpp8 complex
54737,RANBPM-Muskelin-TWA1-HSMpp8 complex
54994,RANBPM-Muskelin-TWA1-HSMpp8 complex
4289,RANBPM-Muskelin-TWA1-HSMpp8 complex
23585,RANBPM-SMP1 complex
10048,RANBPM-SMP1 complex
8535,CtBP complex
9839,CtBP complex
23028,CtBP complex
7764,CtBP complex
6935,CtBP complex
1488,CtBP complex
1487,CtBP complex
3065,CtBP complex
9658,CtBP complex
6239,CtBP complex
3066,CtBP complex
84458,CtBP complex
10919,CtBP complex
79813,CtBP complex
55758,CtBP complex
23186,CtBP complex
9425,CtBP complex
23028,CtBP core complex
6935,CtBP core complex
1488,CtBP core complex
1487,CtBP core complex
3065,CtBP core complex
3066,CtBP core complex
10919,CtBP core complex
79813,CtBP core complex
23186,CtBP core complex
10657,ASPP1-SAM68 complex
23368,ASPP1-SAM68 complex
23028,HDAC1-associated protein complex
9219,HDAC1-associated protein complex
53615,HDAC1-associated protein complex
5928,HDAC1-associated protein complex
1107,HDAC1-associated protein complex
3065,HDAC1-associated protein complex
5931,HDAC1-associated protein complex
8932,HDAC1-associated protein complex
23186,HDAC1-associated protein complex
23028,HDAC1-associated core complex cI
3065,HDAC1-associated core complex cI
23186,HDAC1-associated core complex cI
9219,HDAC1-associated core complex cII
53615,HDAC1-associated core complex cII
5928,HDAC1-associated core complex cII
1107,HDAC1-associated core complex cII
3065,HDAC1-associated core complex cII
5931,HDAC1-associated core complex cII
54815,HDAC1-associated core complex cII
8932,HDAC1-associated core complex cII
23186,HDAC1-associated core complex cII
9219,HDAC2-asscociated core complex
53615,HDAC2-asscociated core complex
5928,HDAC2-asscociated core complex
1107,HDAC2-asscociated core complex
5931,HDAC2-asscociated core complex
54815,HDAC2-asscociated core complex
3066,HDAC2-asscociated core complex
8546,AP3-BLOC1 complex
8943,AP3-BLOC1 complex
23557,AP3-BLOC1 complex
10947,AP3-BLOC1 complex
10239,AP3-BLOC1 complex
2647,AP3-BLOC1 complex
8120,AP3-BLOC1 complex
388552,AP3-BLOC1 complex
282991,AP3-BLOC1 complex
63915,AP3-BLOC1 complex
1176,AP3-BLOC1 complex
84062,AP3-BLOC1 complex
55330,AP3-BLOC1 complex
26258,AP3-BLOC1 complex
26985,AP3-BLOC1 complex
23557,BLOC1-BLOC2 complex
2647,BLOC1-BLOC2 complex
388552,BLOC1-BLOC2 complex
282991,BLOC1-BLOC2 complex
79803,BLOC1-BLOC2 complex
63915,BLOC1-BLOC2 complex
84343,BLOC1-BLOC2 complex
84062,BLOC1-BLOC2 complex
55330,BLOC1-BLOC2 complex
26258,BLOC1-BLOC2 complex
11234,BLOC1-BLOC2 complex
3297,HSF1-HSF2 complex
3298,HSF1-HSF2 complex
9559,VPS35-VPS29-VPS26A complex
55737,VPS35-VPS29-VPS26A complex
51699,VPS35-VPS29-VPS26A complex
6643,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
9559,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
6642,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
55737,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
51699,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
9219,MeCP1 complex
53615,MeCP1 complex
5928,MeCP1 complex
3065,MeCP1 complex
1108,MeCP1 complex
5931,MeCP1 complex
57459,MeCP1 complex
3066,MeCP1 complex
8932,MeCP1 complex
154,BKCA-beta2AR-AKAP79 signaling complex
9495,BKCA-beta2AR-AKAP79 signaling complex
3778,BKCA-beta2AR-AKAP79 signaling complex
154,BKCA-beta2AR complex
3778,BKCA-beta2AR complex
9837,GINS complex
84296,GINS complex
64785,GINS complex
51659,GINS complex
5902,RANBMP-CD39 complex
953,RANBMP-CD39 complex
9368,C-CFTR-NHERF-ezrin complex
1080,C-CFTR-NHERF-ezrin complex
7430,C-CFTR-NHERF-ezrin complex
9368,C-CFTR-NHERF-ezrin complex
1080,C-CFTR-NHERF-ezrin complex
7430,C-CFTR-NHERF-ezrin complex
9368,C-CFTR-NHERF-ezrin complex
1080,C-CFTR-NHERF-ezrin complex
7430,C-CFTR-NHERF-ezrin complex
4487,PAX9-MSX1 complex
5083,PAX9-MSX1 complex
9219,MeCP1 complex
53615,MeCP1 complex
5928,MeCP1 complex
3065,MeCP1 complex
1108,MeCP1 complex
5931,MeCP1 complex
57459,MeCP1 complex
3066,MeCP1 complex
8932,MeCP1 complex
9368,CFTR-NHERF-beta(2)AR signaling complex
154,CFTR-NHERF-beta(2)AR signaling complex
1080,CFTR-NHERF-beta(2)AR signaling complex
8819,SIN3-HDAC-SAP30-ARID4 complex
5928,SIN3-HDAC-SAP30-ARID4 complex
3065,SIN3-HDAC-SAP30-ARID4 complex
5931,SIN3-HDAC-SAP30-ARID4 complex
51742,SIN3-HDAC-SAP30-ARID4 complex
3066,SIN3-HDAC-SAP30-ARID4 complex
25942,SIN3-HDAC-SAP30-ARID4 complex
23309,BRMS1-SIN3-HDAC complex
8819,BRMS1-SIN3-HDAC complex
5928,BRMS1-SIN3-HDAC complex
3065,BRMS1-SIN3-HDAC complex
5931,BRMS1-SIN3-HDAC complex
3066,BRMS1-SIN3-HDAC complex
25942,BRMS1-SIN3-HDAC complex
25855,BRMS1-SIN3-HDAC complex
51742,BRMS1-RBP1 complex
25855,BRMS1-RBP1 complex
8819,SIN3-HDAC-SAP30-ARID4 complex
5928,SIN3-HDAC-SAP30-ARID4 complex
3065,SIN3-HDAC-SAP30-ARID4 complex
5931,SIN3-HDAC-SAP30-ARID4 complex
51742,SIN3-HDAC-SAP30-ARID4 complex
3066,SIN3-HDAC-SAP30-ARID4 complex
25942,SIN3-HDAC-SAP30-ARID4 complex
373,ARD1-NATH complex
80155,ARD1-NATH complex
9183,"SNARE complex (RINT1, ZW10, p31)"
5714,"SNARE complex (RINT1, ZW10, p31)"
60561,"SNARE complex (RINT1, ZW10, p31)"
9146,"SNARE complex (HGS, SNAP25, STX13)"
6616,"SNARE complex (HGS, SNAP25, STX13)"
23673,"SNARE complex (HGS, SNAP25, STX13)"
6616,"SNARE complex (VAMP2, SNAP25, STX13)"
6844,"SNARE complex (VAMP2, SNAP25, STX13)"
23673,"SNARE complex (VAMP2, SNAP25, STX13)"
8289,Brg1-associated complex I
10419,Brg1-associated complex I
86,Brg1-associated complex I
6597,Brg1-associated complex I
6598,Brg1-associated complex I
6601,Brg1-associated complex I
6599,Brg1-associated complex I
6605,Brg1-associated complex I
6602,Brg1-associated complex I
8289,Brm-associated complex
10419,Brm-associated complex
86,Brm-associated complex
6595,Brm-associated complex
6598,Brm-associated complex
6601,Brm-associated complex
6599,Brm-associated complex
6605,Brm-associated complex
6602,Brm-associated complex
8289,BRG1-SIN3A complex
10419,BRG1-SIN3A complex
86,BRG1-SIN3A complex
6597,BRG1-SIN3A complex
5928,BRG1-SIN3A complex
6598,BRG1-SIN3A complex
6604,BRG1-SIN3A complex
6601,BRG1-SIN3A complex
3066,BRG1-SIN3A complex
6599,BRG1-SIN3A complex
6603,BRG1-SIN3A complex
6605,BRG1-SIN3A complex
6602,BRG1-SIN3A complex
25942,BRG1-SIN3A complex
8289,BRM-SIN3A complex
10419,BRM-SIN3A complex
86,BRM-SIN3A complex
6595,BRM-SIN3A complex
5928,BRM-SIN3A complex
6598,BRM-SIN3A complex
3065,BRM-SIN3A complex
6604,BRM-SIN3A complex
6601,BRM-SIN3A complex
3066,BRM-SIN3A complex
6599,BRM-SIN3A complex
6603,BRM-SIN3A complex
6605,BRM-SIN3A complex
6602,BRM-SIN3A complex
25942,BRM-SIN3A complex
6688,PU.1-SIN3A-HDAC complex
3065,PU.1-SIN3A-HDAC complex
25942,PU.1-SIN3A-HDAC complex
6688,PU.1-TBP complex
6908,PU.1-TBP complex
5925,MRG15-PAM14-RB complex
10933,MRG15-PAM14-RB complex
93621,MRG15-PAM14-RB complex
5925,MRG15-PAM14-RB complex
10933,MRG15-PAM14-RB complex
93621,MRG15-PAM14-RB complex
84148,MAF2 complex
10933,MAF2 complex
9318,DDB2 complex
9978,DDB2 complex
2873,DDB2 complex
8451,DDB2 complex
1642,DDB2 complex
10980,DDB2 complex
1643,DDB2 complex
10987,DDB2 complex
10920,DDB2 complex
51138,DDB2 complex
50813,DDB2 complex
8533,DDB2 complex
9318,CSA complex
9978,CSA complex
2873,CSA complex
1161,CSA complex
8451,CSA complex
1642,CSA complex
10980,CSA complex
10987,CSA complex
10920,CSA complex
51138,CSA complex
50813,CSA complex
8533,CSA complex
5430,CSA-POLIIa complex
9318,CSA-POLIIa complex
9978,CSA-POLIIa complex
2873,CSA-POLIIa complex
1161,CSA-POLIIa complex
8451,CSA-POLIIa complex
1642,CSA-POLIIa complex
10980,CSA-POLIIa complex
10987,CSA-POLIIa complex
10920,CSA-POLIIa complex
51138,CSA-POLIIa complex
50813,CSA-POLIIa complex
8533,CSA-POLIIa complex
9978,"Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)"
6500,"Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)"
8454,"Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)"
79791,"Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)"
8773,"SNARE complex (STX4, SNAP23, VAMP1)"
6843,"SNARE complex (STX4, SNAP23, VAMP1)"
6810,"SNARE complex (STX4, SNAP23, VAMP1)"
8773,"SNARE complex (STX4, SNAP23, VAMP2)"
6844,"SNARE complex (STX4, SNAP23, VAMP2)"
6810,"SNARE complex (STX4, SNAP23, VAMP2)"
10284,SIN3 complex
8819,SIN3 complex
5928,SIN3 complex
3065,SIN3 complex
5931,SIN3 complex
3066,SIN3 complex
25942,SIN3 complex
6843,"SNARE complex (STX4, VAMP1, VAMP7)"
6845,"SNARE complex (STX4, VAMP1, VAMP7)"
6810,"SNARE complex (STX4, VAMP1, VAMP7)"
10284,SIN3-ING1b complex I
8819,SIN3-ING1b complex I
5928,SIN3-ING1b complex I
3065,SIN3-ING1b complex I
5931,SIN3-ING1b complex I
51742,SIN3-ING1b complex I
3066,SIN3-ING1b complex I
25942,SIN3-ING1b complex I
3621,SIN3-ING1b complex I
10284,SIN3-ING1b complex II
8289,SIN3-ING1b complex II
8819,SIN3-ING1b complex II
86,SIN3-ING1b complex II
6597,SIN3-ING1b complex II
5928,SIN3-ING1b complex II
6598,SIN3-ING1b complex II
3065,SIN3-ING1b complex II
5931,SIN3-ING1b complex II
51742,SIN3-ING1b complex II
6601,SIN3-ING1b complex II
3066,SIN3-ING1b complex II
6599,SIN3-ING1b complex II
6602,SIN3-ING1b complex II
25942,SIN3-ING1b complex II
3621,SIN3-ING1b complex II
22794,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
9775,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
4116,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
9939,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
8841,NCOR-HDAC3 complex
6907,NCOR-HDAC3 complex
9611,NCOR-HDAC3 complex
2874,NCOR-HDAC3 complex
79718,NCOR-HDAC3 complex
8665,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
8664,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
8667,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
8666,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
8669,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
8662,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
3646,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
8668,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
8661,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
8663,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
27335,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
51386,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)"
22794,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
9775,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
4116,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
9939,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
23309,NCOR-SIN3-RPD3 complex
3066,NCOR-SIN3-RPD3 complex
25942,NCOR-SIN3-RPD3 complex
9612,NCOR-SIN3-RPD3 complex
1050,C/EBPalpha-HNF6 complex
3175,C/EBPalpha-HNF6 complex
3065,NCOR-SIN3-HDAC1 complex
25942,NCOR-SIN3-HDAC1 complex
9612,NCOR-SIN3-HDAC1 complex
6885,TRAF6-TAK1 complex
7189,TRAF6-TAK1 complex
4204,MeCP2-SIN3A-HDAC complex
3065,MeCP2-SIN3A-HDAC complex
3066,MeCP2-SIN3A-HDAC complex
25942,MeCP2-SIN3A-HDAC complex
8841,SMRT core complex
6907,SMRT core complex
9612,SMRT core complex
8910,UTM-SGCE-DAG1-CAV1-NOS3 complex
4846,UTM-SGCE-DAG1-CAV1-NOS3 complex
7402,UTM-SGCE-DAG1-CAV1-NOS3 complex
857,UTM-SGCE-DAG1-CAV1-NOS3 complex
1605,UTM-SGCE-DAG1-CAV1-NOS3 complex
22794,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14)"
9775,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14)"
4116,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14)"
65109,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14)"
9939,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14)"
22794,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)"
9775,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)"
4116,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)"
65109,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)"
84305,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)"
9939,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)"
2934,Prune-Gelsolin complex
2932,Prune-GSK3beta complex
4830,Prune/Nm23-H1 complex
10284,"Apoptosis- and splicing-associated protein complex (ASAP-L), SAP18, RNPS1, Acinus-L"
10921,"Apoptosis- and splicing-associated protein complex (ASAP-L), SAP18, RNPS1, Acinus-L"
22985,"Apoptosis- and splicing-associated protein complex (ASAP-L), SAP18, RNPS1, Acinus-L"
10284,"Apoptosis- and splicing-associated protein complex (ASAP-S), SAP18, RNPS1, Acinus-S"
10921,"Apoptosis- and splicing-associated protein complex (ASAP-S), SAP18, RNPS1, Acinus-S"
22985,"Apoptosis- and splicing-associated protein complex (ASAP-S), SAP18, RNPS1, Acinus-S"
4116,Y14-Magoh complex
9939,Y14-Magoh complex
8291,Dysferlin-affixin complex
29780,Dysferlin-affixin complex
22794,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
9775,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
4116,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
9939,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)"
8563,TREX complex
7919,TREX complex
80145,TREX complex
10189,TREX complex
79228,TREX complex
57187,TREX complex
9984,TREX complex
84321,TREX complex
4830,NDPKA-AMPKalpha1 complex
5562,NDPKA-AMPKalpha1 complex
22794,EIF4A3-MLN51 complex
9775,EIF4A3-MLN51 complex
4116,Y14-Magoh complex
9939,Y14-Magoh complex
8563,THO complex
80145,THO complex
79228,THO complex
57187,THO complex
9984,THO complex
22916,CBC complex (cap binding complex)
4686,CBC complex (cap binding complex)
10921,Exon junction complex
10189,Exon junction complex
10250,Exon junction complex
65109,Exon junction complex
26019,Exon junction complex
10482,Exon junction complex
9939,Exon junction complex
8289,LARC complex (LCR-associated remodeling complex)
9219,LARC complex (LCR-associated remodeling complex)
53615,LARC complex (LCR-associated remodeling complex)
86,LARC complex (LCR-associated remodeling complex)
3183,LARC complex (LCR-associated remodeling complex)
6597,LARC complex (LCR-associated remodeling complex)
60,LARC complex (LCR-associated remodeling complex)
5928,LARC complex (LCR-associated remodeling complex)
6598,LARC complex (LCR-associated remodeling complex)
3065,LARC complex (LCR-associated remodeling complex)
1108,LARC complex (LCR-associated remodeling complex)
6601,LARC complex (LCR-associated remodeling complex)
57459,LARC complex (LCR-associated remodeling complex)
3066,LARC complex (LCR-associated remodeling complex)
5977,LARC complex (LCR-associated remodeling complex)
6599,LARC complex (LCR-associated remodeling complex)
6603,LARC complex (LCR-associated remodeling complex)
6605,LARC complex (LCR-associated remodeling complex)
8932,LARC complex (LCR-associated remodeling complex)
8725,URI complex (Unconventional prefoldin RPB5 Interactor)
5434,URI complex (Unconventional prefoldin RPB5 Interactor)
6500,URI complex (Unconventional prefoldin RPB5 Interactor)
6502,URI complex (Unconventional prefoldin RPB5 Interactor)
8454,URI complex (Unconventional prefoldin RPB5 Interactor)
5202,URI complex (Unconventional prefoldin RPB5 Interactor)
26228,URI complex (Unconventional prefoldin RPB5 Interactor)
10856,URI complex (Unconventional prefoldin RPB5 Interactor)
8607,URI complex (Unconventional prefoldin RPB5 Interactor)
8239,ITCH-FAM/USP9x complex
83737,ITCH-FAM/USP9x complex
2935,SMG-1-UPF-ERF1-ERF3 complex (SURF)
2107,SMG-1-UPF-ERF1-ERF3 complex (SURF)
5976,SMG-1-UPF-ERF1-ERF3 complex (SURF)
23049,SMG-1-UPF-ERF1-ERF3 complex (SURF)
9775,Exon junction complex
4116,Exon junction complex
7919,Exon junction complex
10921,Exon junction complex
10189,Exon junction complex
10250,Exon junction complex
65109,Exon junction complex
9939,Exon junction complex
4306,MR-UBC9-SRC1 complex
5530,MR-UBC9-SRC1 complex
8648,MR-UBC9-SRC1 complex
86,NuA4/Tip60-HAT complex B
10524,NuA4/Tip60-HAT complex B
80314,NuA4/Tip60-HAT complex B
55929,NuA4/Tip60-HAT complex B
10933,NuA4/Tip60-HAT complex B
10856,NuA4/Tip60-HAT complex B
8607,NuA4/Tip60-HAT complex B
8295,NuA4/Tip60-HAT complex B
5393,Exosome
23404,Exosome
23016,Exosome
118460,Exosome
11340,Exosome
54512,Exosome
56915,Exosome
51010,Exosome
22894,Exosome
51013,Exosome
5394,Exosome
5393,Exosome
23404,Exosome
23016,Exosome
118460,Exosome
11340,Exosome
54512,Exosome
56915,Exosome
51010,Exosome
22894,Exosome
51013,Exosome
1642,DDB complex
1643,DDB complex
10815,"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1)"
6616,"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1)"
6844,"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1)"
6804,"SNARE complex (VAMP2, SNAP25, STX1a, CPLX1)"
6616,"SNARE complex (VAMP2, SNAP25, STX1a, CPLX2)"
6844,"SNARE complex (VAMP2, SNAP25, STX1a, CPLX2)"
6804,"SNARE complex (VAMP2, SNAP25, STX1a, CPLX2)"
10814,"SNARE complex (VAMP2, SNAP25, STX1a, CPLX2)"
8773,"SNARE complex (STX11, VAMP2, SNAP23)"
8676,"SNARE complex (STX11, VAMP2, SNAP23)"
6844,"SNARE complex (STX11, VAMP2, SNAP23)"
8089,NuA4/Tip60-HAT complex A
86,NuA4/Tip60-HAT complex A
26122,NuA4/Tip60-HAT complex A
10524,NuA4/Tip60-HAT complex A
57634,NuA4/Tip60-HAT complex A
10902,NuA4/Tip60-HAT complex A
80314,NuA4/Tip60-HAT complex A
64769,NuA4/Tip60-HAT complex A
55929,NuA4/Tip60-HAT complex A
55257,NuA4/Tip60-HAT complex A
54556,NuA4/Tip60-HAT complex A
10933,NuA4/Tip60-HAT complex A
10856,NuA4/Tip60-HAT complex A
8607,NuA4/Tip60-HAT complex A
8295,NuA4/Tip60-HAT complex A
86,DMAP1-associated complex
6944,DMAP1-associated complex
10847,DMAP1-associated complex
57634,DMAP1-associated complex
10902,DMAP1-associated complex
80314,DMAP1-associated complex
55929,DMAP1-associated complex
10856,DMAP1-associated complex
8607,DMAP1-associated complex
8295,DMAP1-associated complex
8773,"SNARE complex (STX2, SNAP23)"
2054,"SNARE complex (STX2, SNAP23)"
8289,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I
10419,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I
86,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I
6597,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I
6598,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I
6601,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I
3066,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I
6599,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I
6605,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I
6602,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I
25942,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I
8773,"SNARE complex (STX4, SNAP23)"
6810,"SNARE complex (STX4, SNAP23)"
8289,BRM-SIN3A-HDAC complex
10419,BRM-SIN3A-HDAC complex
86,BRM-SIN3A-HDAC complex
6595,BRM-SIN3A-HDAC complex
6598,BRM-SIN3A-HDAC complex
6601,BRM-SIN3A-HDAC complex
3066,BRM-SIN3A-HDAC complex
6599,BRM-SIN3A-HDAC complex
6603,BRM-SIN3A-HDAC complex
6605,BRM-SIN3A-HDAC complex
6602,BRM-SIN3A-HDAC complex
25942,BRM-SIN3A-HDAC complex
8289,BRG1-associated complex
10419,BRG1-associated complex
86,BRG1-associated complex
6597,BRG1-associated complex
6598,BRG1-associated complex
6601,BRG1-associated complex
6599,BRG1-associated complex
6605,BRG1-associated complex
6602,BRG1-associated complex
8289,BRM-associated complex
10419,BRM-associated complex
86,BRM-associated complex
6595,BRM-associated complex
6598,BRM-associated complex
6601,BRM-associated complex
6599,BRM-associated complex
6603,BRM-associated complex
6605,BRM-associated complex
6602,BRM-associated complex
2935,eRF1-eRF3-GTP-Mg(2+) complex
2107,eRF1-eRF3-GTP-Mg(2+) complex
10419,FCP1-associated protein complex
5431,FCP1-associated protein complex
2962,FCP1-associated protein complex
2079,FCP1-associated protein complex
11329,FCP1-associated protein complex
79084,FCP1-associated protein complex
9150,FCP1-associated protein complex
10419,FCP1-associated protein complex
5431,FCP1-associated protein complex
2962,FCP1-associated protein complex
2079,FCP1-associated protein complex
11329,FCP1-associated protein complex
79084,FCP1-associated protein complex
9150,FCP1-associated protein complex
5976,"Upf complex (UPF1, UPF2, UPF3a)"
65110,"Upf complex (UPF1, UPF2, UPF3a)"
26019,"Upf complex (UPF1, UPF2, UPF3a)"
5976,"Upf complex (UPF1, UPF2, UPF3b)"
65109,"Upf complex (UPF1, UPF2, UPF3b)"
26019,"Upf complex (UPF1, UPF2, UPF3b)"
10921,Postsplicing complex
5976,Postsplicing complex
65109,Postsplicing complex
65110,Postsplicing complex
26019,Postsplicing complex
10482,Postsplicing complex
9939,Postsplicing complex
4659,MRIP-MBS-RHOA complex
387,MRIP-MBS-RHOA complex
23164,MRIP-MBS-RHOA complex
387,MRIP-RHOA complex
